"","intercept","format","level","centeredDV"
"166",1,0,4,-11.2100696164619
"167",1,0,4,-11.8763471088117
"168",1,0,4,-11.5283130885619
"169",1,1,1,-1.42879328414182
"170",1,1,1,0.468178671527334
"171",1,1,1,1.24679936648353
"172",1,1,2,-6.3986919193168
"173",1,1,2,-8.07082129159369
"174",1,1,2,-8.14497755877773
"175",1,1,3,-11.6576202121988
"176",1,1,3,-11.1895478703779
"177",1,1,3,-11.3814426551437
"178",1,1,4,-18.3089473867588
"179",1,1,4,-20.045978602179
"180",1,1,4,-19.0072215009241
"181",1,1,1,1.36266053368943
"182",1,1,1,0.0588196407420816
"183",1,1,1,2.61784496110087
"184",1,1,2,-6.70573904144609
"185",1,1,2,-7.36286743483002
"186",1,1,2,-8.65989588750829
"187",1,1,3,-11.4986321525669
"188",1,1,3,-8.91859262142076
"189",1,1,3,-8.97450738361113
"190",1,1,4,-19.0080084898871
"191",1,1,4,-16.4551305979049
"192",1,1,4,-19.2354941627941
"193",1,1,1,-0.0839092038939353
"194",1,1,1,0.179791240717042
"195",1,1,1,-0.166859130917048
"196",1,1,2,-8.47632936274919
"197",1,1,2,-9.30273021490741
"198",1,1,2,-8.36709370373008
"199",1,1,3,-10.3671908351748
"200",1,1,3,-10.495083506689
"201",1,1,3,-8.71654274834238
"202",1,1,4,-19.9589459481807
"203",1,1,4,-19.2415500940344
"204",1,1,4,-18.8265679477957
"205",1,0,1,1.60304955092582
"206",1,0,1,0.742074985336045
"207",1,0,1,1.15721594416552
"208",1,0,2,-1.49326700102335
"209",1,0,2,-0.0956042410572603
"210",1,0,2,-0.99214960749366
"211",1,0,3,-3.15370658778804
"212",1,0,3,-1.46183260721231
"213",1,0,3,-4.22818200827701
"214",1,0,4,-12.6879873828117
"215",1,0,4,-11.9543419848114
"216",1,0,4,-11.4445263469866
"217",1,1,1,-0.291259927065466
"218",1,1,1,-1.15156273845781
"219",1,1,1,-0.345922261498795
"220",1,1,2,-8.0571133527783
"221",1,1,2,-5.70418282760823
"222",1,1,2,-7.83498044197835
"223",1,1,3,-10.4896464332769
"224",1,1,3,-10.6303527836332
"225",1,1,3,-9.19362878772065
"226",1,1,4,-18.8432642040692
"227",1,1,4,-18.9356456447467
"228",1,1,4,-19.1912764280478
"229",1,1,1,-0.131883682379514
"230",1,1,1,1.65244289213549
"231",1,1,1,-0.364772068878973
"232",1,1,2,-7.18858577670087
"233",1,1,2,-6.55394820567065
"234",1,1,2,-8.0930057641719
"235",1,1,3,-9.30240084579348
"236",1,1,3,-8.81602280273665
"237",1,1,3,-11.2211837529969
"238",1,1,4,-18.0930800502938
"239",1,1,4,-19.1366808765168
"240",1,1,4,-18.1745052750004
"241",1,0,1,-0.804677135001831
"242",1,0,1,-0.873060309007015
"243",1,0,1,-0.0321661167638845
"244",1,0,2,0.599455416334072
"245",1,0,2,0.414912857190774
"246",1,0,2,1.57471637097805
"247",1,0,3,-2.26753252231799
"248",1,0,3,-2.81741204335643
"249",1,0,3,-2.89402674950626
"250",1,0,4,-12.9691912563478
"251",1,0,4,-13.0941664553495
"252",1,0,4,-10.8463665036061
"253",1,1,1,1.14604907659587
"254",1,1,1,-0.697058882330946
"255",1,1,1,0.602549544750172
"256",1,1,2,-8.80818553598189
"257",1,1,2,-8.67855297098293
"258",1,1,2,-8.88413434996439
"259",1,1,3,-8.36310335367751
"260",1,1,3,-9.75463154377469
"261",1,1,3,-9.61229789510893
"262",1,1,4,-18.8571006403767
"263",1,1,4,-18.1545144108931
"264",1,1,4,-19.4263450052657
"265",1,1,1,-1.31039010794435
"266",1,1,1,-1.12494227440036
"267",1,1,1,0.535353572982712
"268",1,1,2,-8.84851188556996
"269",1,1,2,-7.73818661512469
"270",1,1,2,-6.94752905904936
"271",1,1,3,-9.41774031940601
"272",1,1,3,-9.5129309701669
"273",1,1,3,-10.0460858002347
"274",1,1,4,-19.6508709026878
"275",1,1,4,-20.1504640436359
"276",1,1,4,-19.8643314282209
"277",1,0,1,-0.650587002109609
"278",1,0,1,-0.27711262783024
"279",1,0,1,0.917482072469323
"280",1,0,2,-1.18267852056489
"281",1,0,2,1.26850139514765
"282",1,0,2,-1.0832950618995
"283",1,0,3,-3.09934454996934
"284",1,0,3,-1.76338071546105
"285",1,0,3,-4.13322145964035
"286",1,0,4,-12.9972131274538
"287",1,0,4,-10.6002765788104
"288",1,0,4,-14.070359069436
"289",1,1,1,0.404674855809871
"290",1,1,1,-0.386421130506135
"291",1,1,1,-0.379103921964849
"292",1,1,2,-6.16605748097396
"293",1,1,2,-5.81761145658998
"294",1,1,2,-5.9990987368449
"295",1,1,3,-8.62981389642745
"296",1,1,3,-9.26057479961542
"297",1,1,3,-10.4618149841768
"298",1,1,4,-18.7990475049514
"299",1,1,4,-19.9247151745736
"300",1,1,4,-17.9988621880413
"301",1,1,1,-1.57099826935705
"302",1,1,1,0.921559592844598
"303",1,1,1,-1.71039829575614
"304",1,1,2,-8.81921839154527
"305",1,1,2,-8.72203936639104
"306",1,1,2,-7.22828592523679
"307",1,1,3,-7.40337670867756
"308",1,1,3,-10.7001433105157
"309",1,1,3,-9.23560224498353
"310",1,1,4,-18.645377699935
"311",1,1,4,-19.7372571274533
"312",1,1,4,-19.755267805096
"313",1,0,1,0.166324960073031
"314",1,0,1,0.389206908808115
"315",1,0,1,-0.456485950100312
"316",1,0,2,-1.06318642232536
"317",1,0,2,-1.7205700301475
"318",1,0,2,-2.18324766220066
"319",1,0,3,-4.62064680554652
"320",1,0,3,-4.0778984100282
"321",1,0,3,-4.87354688302523
"322",1,0,4,-12.4228396044795
"323",1,0,4,-14.0413586012705
"324",1,0,4,-12.0113822092319
"325",1,0,1,-0.0889352437901425
"326",1,0,1,-1.19520959740437
"327",1,0,1,0.0989130809804031
"328",1,0,2,0.0154724316811646
"329",1,0,2,0.590230033410429
"330",1,0,2,0.653241442075227
"331",1,0,3,-3.50767572845837
"332",1,0,3,-3.83581991837063
"333",1,0,3,-2.60403216310309
"334",1,0,4,-11.4469620858561
"335",1,0,4,-10.5953780324344
"336",1,0,4,-12.0487840781629
"337",1,0,1,1.19990860618841
"338",1,0,1,-0.543579423058817
"339",1,0,1,1.07998009951672
"340",1,0,2,0.193397989873818
"341",1,0,2,0.599675730788686
"342",1,0,2,1.35208419905211
"343",1,0,3,-2.58028675664186
"344",1,0,3,-3.84577497651972
"345",1,0,3,-2.87130484655542
"346",1,0,4,-12.1982382743007
"347",1,0,4,-10.6176167861624
"348",1,0,4,-11.3504937749993
"349",1,1,1,-1.84407627665662
"350",1,1,1,-0.731350939430837
"351",1,1,1,0.588906003364316
"352",1,1,2,-8.80384385403019
"353",1,1,2,-5.89056092216012
"354",1,1,2,-8.43912428443856
"355",1,1,3,-10.9766415575318
"356",1,1,3,-11.0173392843892
"357",1,1,3,-9.80494123343834
"358",1,1,4,-20.0147214382412
"359",1,1,4,-18.4933349948297
"360",1,1,4,-18.6147052464194
"361",1,1,1,1.5266279713937
"362",1,1,1,0.25463840169173
"363",1,1,1,-0.0363644514001351
"364",1,1,2,-7.15025274842198
"365",1,1,2,-7.97125482822549
"366",1,1,2,-6.66686619900938
"367",1,1,3,-10.9786025656128
"368",1,1,3,-11.021725611777
"369",1,1,3,-8.2666492325219
"370",1,1,4,-18.3159278906759
"371",1,1,4,-18.3384491542654
"372",1,1,4,-18.2047311098575
"373",1,1,1,1.02740324615999
"374",1,1,1,0.351731779007218
"375",1,1,1,0.368423142750178
"376",1,1,2,-7.63316395283708
"377",1,1,2,-6.91392137385935
"378",1,1,2,-6.2297218255537
"379",1,1,3,-9.75338893754594
"380",1,1,3,-9.280240705826
"381",1,1,3,-9.51886623390928
"382",1,1,4,-17.2973417135063
"383",1,1,4,-19.3826792470696
"384",1,1,4,-17.9330144856025
"385",1,0,1,0.487233553259492
"386",1,0,1,0.491246145641556
"387",1,0,1,-1.71558685747407
"388",1,0,2,0.251582384389702
"389",1,0,2,-0.566662207451004
"390",1,0,2,-0.28897718528312
"391",1,0,3,-4.19396570421644
"392",1,0,3,-2.96662240335388
"393",1,0,3,-3.85125453971567
"394",1,0,4,-12.0015989371376
"395",1,0,4,-12.0008363314356
"396",1,0,4,-12.2080406349097
"397",1,1,1,0.742029428883095
"398",1,1,1,-1.915709587605
"399",1,1,1,-1.19316734205983
"400",1,1,2,-8.13802736591648
"401",1,1,2,-8.28188230258923
"402",1,1,2,-6.83674045303786
"403",1,1,3,-8.64644165016234
"404",1,1,3,-8.94193498841908
"405",1,1,3,-8.81046728039054
"406",1,1,4,-19.6069601478925
"407",1,1,4,-18.7848980208787
"408",1,1,4,-18.6234036794374
"409",1,0,1,0.243169980976838
"410",1,0,1,-2.05014505580619
"411",1,0,1,0.920205310051208
"412",1,0,2,-0.30734209710999
"413",1,0,2,0.95915902588323
"414",1,0,2,0.404656990138032
"415",1,0,3,-1.64701675586062
"416",1,0,3,-4.05780310435526
"417",1,0,3,-2.35893562852569
"418",1,0,4,-13.2067806543751
"419",1,0,4,-10.2689565159663
"420",1,0,4,-12.5856486437737
"421",1,0,1,-2.11046867350943
"422",1,0,1,-1.01308113329554
"423",1,0,1,0.314681635419262
"424",1,0,2,-0.888074446714407
"425",1,0,2,-1.35157525345131
"426",1,0,2,-0.936313124041177
"427",1,0,3,-2.47419329032679
"428",1,0,3,-2.07324905407385
"429",1,0,3,0.703558653494869
"430",1,0,4,-11.9146609089797
"431",1,0,4,-11.5322006360274
"432",1,0,4,-11.9061857671764
"433",1,0,1,-1.05943830387579
"434",1,0,1,-0.309759351930116
"435",1,0,1,-0.257025521028137
"436",1,0,2,1.55515879115655
"437",1,0,2,-0.835313316594174
"438",1,0,2,-0.0668999760992435
"439",1,0,3,-3.17083890907412
"440",1,0,3,-2.01402448842796
"441",1,0,3,-0.619264501263517
"442",1,0,4,-12.7791618346495
"443",1,0,4,-12.2891520305736
"444",1,0,4,-11.7268674548193
"445",1,0,1,-0.540394102285794
"446",1,0,1,-1.83251422274219
"447",1,0,1,-0.47759706031541
"448",1,0,2,-0.060801516399241
"449",1,0,2,-0.481211077463621
"450",1,0,2,-1.9235562220295
"451",1,0,3,-3.20341332124425
"452",1,0,3,-1.99023644347388
"453",1,0,3,-5.0957765052656
"454",1,0,4,-11.4193810708632
"455",1,0,4,-11.1847181170987
"456",1,0,4,-11.9592116149998
"457",1,0,1,0.75166996594981
"458",1,0,1,0.495499442999074
"459",1,0,1,0.467538964724121
"460",1,0,2,0.248144428187611
"461",1,0,2,0.896722701445717
"462",1,0,2,1.29654000235004
"463",1,0,3,-3.37463662367513
"464",1,0,3,-1.29355765489669
"465",1,0,3,-3.48908061245607
"466",1,0,4,-13.1195133338721
"467",1,0,4,-10.9182351508052
"468",1,0,4,-10.6824777164868
"469",1,1,1,-1.45426239466791
"470",1,1,1,0.900349740298376
"471",1,1,1,-1.15712775525242
"472",1,1,2,-8.35537110973733
"473",1,1,2,-8.28815857871144
"474",1,1,2,-6.9187778720325
"475",1,1,3,-9.72307100504836
"476",1,1,3,-9.26518086884862
"477",1,1,3,-10.2933126341978
"478",1,1,4,-19.9300954920862
"479",1,1,4,-18.9631598512299
"480",1,1,4,-20.2485239035788
"481",1,1,1,-0.609170757623625
"482",1,1,1,-1.12521550434237
"483",1,1,1,0.685585368081821
"484",1,1,2,-8.05741443904434
"485",1,1,2,-7.7387922411385
"486",1,1,2,-7.99621607688281
"487",1,1,3,-10.2466291176341
"488",1,1,3,-8.89655395254529
"489",1,1,3,-11.7814837577871
"490",1,1,4,-18.5458222322503
"491",1,1,4,-18.5079182394315
"492",1,1,4,-16.4386127385927
"493",1,1,1,-0.141754286363985
"494",1,1,1,0.906189961841471
"495",1,1,1,-2.16353215419325
"496",1,1,2,-6.95787791115502
"497",1,1,2,-8.77541783230502
"498",1,1,2,-7.22259867369544
"499",1,1,3,-8.63586052380718
"500",1,1,3,-9.60538649717129
"501",1,1,3,-9.34889385763042
"502",1,1,4,-16.9390000824432
"503",1,1,4,-17.9604873663006
"504",1,1,4,-19.5567394876132
"505",1,1,1,1.58084656911391
"506",1,1,1,0.339818088767753
"507",1,1,1,-1.22252983812714
"508",1,1,2,-7.23526905676315
"509",1,1,2,-6.69349933507246
"510",1,1,2,-9.19266053213074
"511",1,1,3,-11.280630097739
"512",1,1,3,-11.1844076845083
"513",1,1,3,-9.78145892016873
"514",1,1,4,-18.6749102940739
"515",1,1,4,-19.6738565436198
"516",1,1,4,-19.1050590056142
"517",1,1,1,-0.135977948968846
"518",1,1,1,1.0363957058322
"519",1,1,1,-1.52943348668044
"520",1,1,2,-5.83493653543565
"521",1,1,2,-6.07913642618233
"522",1,1,2,-7.62254645789383
"523",1,1,3,-10.276890091816
"524",1,1,3,-11.0755891253432
"525",1,1,3,-9.06511289805522
"526",1,1,4,-18.8639904890994
"527",1,1,4,-18.3410483959351
"528",1,1,4,-18.3507113155163
"529",1,0,1,0.767212106610577
"530",1,0,1,1.46097767037833
"531",1,0,1,0.592126232034279
"532",1,0,2,0.645887619192133
"533",1,0,2,-1.0255964562607
"534",1,0,2,-0.365497246101776
"535",1,0,3,-2.54826658721485
"536",1,0,3,-4.65949597939487
"537",1,0,3,-2.92202434465856
"538",1,0,4,-10.4406766178199
"539",1,0,4,-11.0283130493418
"540",1,0,4,-12.6370284045676
"541",1,0,1,0.0263310445376231
"542",1,0,1,0.858028354391659
"543",1,0,1,-0.952539694145885
"544",1,0,2,-1.97264300014186
"545",1,0,2,-0.718021906607412
"546",1,0,2,2.19732950854782
"547",1,0,3,-3.68256841975731
"548",1,0,3,-3.59114463532752
"549",1,0,3,-3.38696022240782
"550",1,0,4,-10.825700614351
"551",1,0,4,-14.3363368282779
"552",1,0,4,-14.4548175170928
"553",1,0,1,-0.139456772998238
"554",1,0,1,-0.171057721789967
"555",1,0,1,0.556809766806597
"556",1,0,2,-0.381770057128892
"557",1,0,2,-0.268695213543841
"558",1,0,2,-0.65446380889926
"559",1,0,3,-4.21351822449628
"560",1,0,3,-2.36111534953356
"561",1,0,3,-4.62661676539298
"562",1,0,4,-12.3311248407313
"563",1,0,4,-12.1722510565987
"564",1,0,4,-11.2696972932637
"565",1,0,1,-0.573342594806905
"566",1,0,1,-2.13026036788407
"567",1,0,1,-1.18984759310504
"568",1,0,2,1.11982500248145
"569",1,0,2,0.0290855523588027
"570",1,0,2,-1.38282853340745
"571",1,0,3,-2.8397634259584
"572",1,0,3,-2.50352360003401
"573",1,0,3,-3.15060614308655
"574",1,0,4,-10.9559996999054
"575",1,0,4,-10.1323922037017
"576",1,0,4,-11.3711564054648
"577",1,0,1,0.123004335668981
"578",1,0,1,0.902146187356183
"579",1,0,1,0.656966096304493
"580",1,0,2,-1.03536832548092
"581",1,0,2,-2.67051172045551
"582",1,0,2,-1.39103589735562
"583",1,0,3,-3.84761027986592
"584",1,0,3,-1.45593658924854
"585",1,0,3,-3.37717830040936
"586",1,0,4,-10.3198630711411
"587",1,0,4,-9.82104639592542
"588",1,0,4,-12.2132401884059
"589",1,1,1,1.52788090413019
"590",1,1,1,-0.483103932278783
"591",1,1,1,-0.520192785481579
"592",1,1,2,-6.17055823966433
"593",1,1,2,-7.28978133996965
"594",1,1,2,-5.42501473135049
"595",1,1,3,-9.00957833769188
"596",1,1,3,-9.85292833328569
"597",1,1,3,-7.56494962922465
"598",1,1,4,-18.8266200529437
"599",1,1,4,-17.8506735421605
"600",1,1,4,-20.7498005773552
"601",1,1,1,-0.526777495959739
"602",1,1,1,-0.756164598374704
"603",1,1,1,-0.706171252603057
"604",1,1,2,-7.31956826659897
"605",1,1,2,-6.93844605129888
"606",1,1,2,-6.6370364226844
"607",1,1,3,-7.69764544202826
"608",1,1,3,-9.09100320037343
"609",1,1,3,-10.310714454909
"610",1,1,4,-20.0584132837485
"611",1,1,4,-17.67400954834
"612",1,1,4,-18.8706884085032
"613",1,0,1,0.345907618815431
"614",1,0,1,-0.745264775673051
"615",1,0,1,1.36328899530191
"616",1,0,2,-1.96420754329264
"617",1,0,2,-0.418685140789052
"618",1,0,2,0.00610182128819631
"619",1,0,3,-4.15030444442319
"620",1,0,3,-2.36204369277499
"621",1,0,3,-3.97724692878739
"622",1,0,4,-11.6298427020552
"623",1,0,4,-12.3335195923335
"624",1,0,4,-11.8459942063704
"625",1,1,1,-1.51118213537458
"626",1,1,1,0.689338549048988
"627",1,1,1,-1.43386673257235
"628",1,1,2,-7.71668087148414
"629",1,1,2,-7.44080879826628
"630",1,1,2,-7.23003550678092
"631",1,1,3,-11.5232489358689
"632",1,1,3,-9.36468666646513
"633",1,1,3,-10.5820263448042
"634",1,1,4,-18.3931987147114
"635",1,1,4,-18.5295780435409
"636",1,1,4,-19.3019452528697
"637",1,0,1,0.160266645108099
"638",1,0,1,-1.62221639366168
"639",1,0,1,-0.0804184869623381
"640",1,0,2,-0.72510384574835
"641",1,0,2,-1.51885501565041
"642",1,0,2,-0.305796246587609
"643",1,0,3,-3.00745727413614
"644",1,0,3,-2.43810272817689
"645",1,0,3,-1.12799940851008
"646",1,0,4,-12.3553931168669
"647",1,0,4,-12.8592801259933
"648",1,0,4,-11.9513197690613
"649",1,1,1,1.10566599853944
"650",1,1,1,0.184160690152473
"651",1,1,1,-2.12264387658531
"652",1,1,2,-7.45367172098811
"653",1,1,2,-7.74893882261318
"654",1,1,2,-7.81575698595884
"655",1,1,3,-9.66626830883122
"656",1,1,3,-9.91758950490173
"657",1,1,3,-7.83514887065903
"658",1,1,4,-18.1017945950817
"659",1,1,4,-18.8216864661944
"660",1,1,4,-17.4810743157245
"661",1,0,1,-0.832448133379494
"662",1,0,1,-0.432866528346978
"663",1,0,1,-0.215958410226203
"664",1,0,2,0.175571136335259
"665",1,0,2,-0.490048587959143
"666",1,0,2,0.874413310200825
"667",1,0,3,-1.57410652768233
"668",1,0,3,-4.36711284859822
"669",1,0,3,-2.37996500718181
"670",1,0,4,-13.2678985208756
"671",1,0,4,-10.8406327350343
"672",1,0,4,-12.1128420740191
"673",1,0,1,0.67828409263031
"674",1,0,1,1.538890291604
"675",1,0,1,0.599782172531182
"676",1,0,2,-1.91333809016807
"677",1,0,2,0.0578974348252612
"678",1,0,2,0.352034739733014
"679",1,0,3,-5.85792862885388
"680",1,0,3,-3.56332548670738
"681",1,0,3,-3.99674407364004
"682",1,0,4,-11.4856018042925
"683",1,0,4,-11.8353193067194
"684",1,0,4,-12.7624518262484
"685",1,0,1,0.250057268423952
"686",1,0,1,1.34371104488833
"687",1,0,1,-0.466571325316092
"688",1,0,2,-1.49808685080072
"689",1,0,2,-1.49927135954302
"690",1,0,2,1.62484384610055
"691",1,0,3,-4.40557429703724
"692",1,0,3,-2.76862275479236
"693",1,0,3,-4.07042757041735
"694",1,0,4,-12.078861803204
"695",1,0,4,-13.1468612490656
"696",1,0,4,-13.5811690357967
"697",1,1,1,1.11700074794796
"698",1,1,1,-0.43088579338132
"699",1,1,1,-1.55067961527618
"700",1,1,2,-7.28392407120837
"701",1,1,2,-8.56844681010543
"702",1,1,2,-8.45735637796753
"703",1,1,3,-8.30517605970119
"704",1,1,3,-10.0104211304291
"705",1,1,3,-10.1663544287253
"706",1,1,4,-20.1744172111766
"707",1,1,4,-19.1036864052885
"708",1,1,4,-18.6589940489535
"709",1,0,1,-0.402094303221881
"710",1,0,1,-1.34784838000225
"711",1,0,1,0.89082107364805
"712",1,0,2,-1.07767970878536
"713",1,0,2,0.738576637515448
"714",1,0,2,-2.24760839459042
"715",1,0,3,-0.672014863096992
"716",1,0,3,-3.40430800459777
"717",1,0,3,-3.03649251386321
"718",1,0,4,-11.6899394980867
"719",1,0,4,-12.4768988156104
"720",1,0,4,-13.3065040096425
"721",1,1,1,0.879446300997289
"722",1,1,1,0.211869855244618
"723",1,1,1,-0.0210400644358601
"724",1,1,2,-8.15537167661666
"725",1,1,2,-7.02764402788975
"726",1,1,2,-7.39466383561572
"727",1,1,3,-10.3108900775701
"728",1,1,3,-8.33113251590459
"729",1,1,3,-11.1152983211467
"730",1,1,4,-20.0930596259605
"731",1,1,4,-19.6048531982649
"732",1,1,4,-18.1413803816185
"733",1,0,1,-2.80236970369868
"734",1,0,1,-1.19023888682622
"735",1,0,1,-0.775367490744916
"736",1,0,2,0.756984867699562
"737",1,0,2,0.858811853517547
"738",1,0,2,-0.625158669398058
"739",1,0,3,-3.05511010162623
"740",1,0,3,-3.4835060246607
"741",1,0,3,-3.48674157049169
"742",1,0,4,-11.4887856680733
"743",1,0,4,-12.3180351924633
"744",1,0,4,-14.498814235086
"745",1,1,1,-0.453818928120863
"746",1,1,1,0.112099118065939
"747",1,1,1,-0.0749189936319976
"748",1,1,2,-8.1125385520802
"749",1,1,2,-8.69910257070102
"750",1,1,2,-5.36700470670469
"751",1,1,3,-11.9421460715976
"752",1,1,3,-10.8713356252322
"753",1,1,3,-9.90578203599605
"754",1,1,4,-18.0347093436091
"755",1,1,4,-16.6483729454692
"756",1,1,4,-19.1071991420919
"757",1,1,1,0.0932104701579569
"758",1,1,1,0.523174041289807
"759",1,1,1,-0.362359653355992
"760",1,1,2,-7.53503689935637
"761",1,1,2,-7.89759328425702
"762",1,1,2,-6.32271701274416
"763",1,1,3,-8.85719835745249
"764",1,1,3,-9.78352794719126
"765",1,1,3,-9.97149764939189
"766",1,1,4,-16.7590237153439
"767",1,1,4,-17.4966941931857
"768",1,1,4,-19.1874081112858
"769",1,1,1,-1.22797730725227
"770",1,1,1,0.46922966716721
"771",1,1,1,-1.93089534318111
"772",1,1,2,-8.18466020060878
"773",1,1,2,-7.56859668075418
"774",1,1,2,-8.01969390036458
"775",1,1,3,-8.28638318264225
"776",1,1,3,-9.84181397624919
"777",1,1,3,-10.930870854653
"778",1,1,4,-17.6395628480821
"779",1,1,4,-21.8570501821077
"780",1,1,4,-17.1832389435392
"781",1,1,1,0.897685756894049
"782",1,1,1,-1.85023921686661
"783",1,1,1,0.111672469636064
